algorithm,N,k,comparisons,time,entry_time
merge_sort,311867,82,4833857,3.5055785179138184,1654836862.3639314
merge_sort,691526,7038135554,9566467,7.186850070953369,1654836869.6457255
merge_sort,230512,1536174,2885769,2.1662020683288574,1654836872.0042682
merge_sort,650848,8895134,8980093,6.690104007720947,1654836878.782287
merge_sort,393222,20,6383966,4.592813014984131,1654836883.562374
merge_sort,162715,147737765,1980193,1.4949004650115967,1654836885.168624
merge_sort,650848,335,10450896,7.587991952896118,1654836892.8133898
merge_sort,515256,1941,7790442,5.6890623569488525,1654836898.6797912
merge_sort,800000,6260516,10978523,8.091004371643066,1654836906.9177754
merge_sort,420341,423758716,5736653,4.263878583908081,1654836911.4084952
merge_sort,488137,2182644,6794324,5.03813624382019,1654836916.5691905
merge_sort,284748,1215474250,3600256,2.7331225872039795,1654836919.437808
merge_sort,216952,961,3090267,2.2496697902679443,1654836921.7645514
merge_sort,162715,1215474250,2030545,1.5283777713775635,1654836923.355245
merge_sort,433900,4953535208,5789044,4.301263809204102,1654836927.7124467
merge_sort,135597,476,1865918,1.4255857467651367,1654836929.2518342
merge_sort,176275,116,2577785,1.8875739574432373,1654836931.1777759
merge_sort,596611,676,9363681,6.749550104141235,1654836937.9817364
merge_sort,149156,760949,1826097,1.3718221187591553,1654836939.5361357
merge_sort,94919,4953535208,1144265,0.8557090759277344,1654836940.4360921
merge_sort,298308,6260516,3885089,2.8927221298217773,1654836943.3575094
merge_sort,488137,3919,7124835,5.21814227104187,1654836948.6562045
merge_sort,216952,45815,2853013,2.096909999847412,1654836950.8806374
merge_sort,705085,298247128,9724997,7.182134628295898,1654836958.1381116
merge_sort,189834,855467253,2392695,1.8195171356201172,1654836960.1470833
merge_sort,718644,186718,10498536,7.856338262557983,1654836968.0708823
merge_sort,81360,11242,988127,0.7544155120849609,1654836969.0293462
merge_sort,94919,298247128,1121820,0.8777081966400146,1654836969.931519
merge_sort,772881,676,12421559,9.189755201339722,1654836979.1649158
merge_sort,94919,28,1344213,1.0153026580810547,1654836980.3920279
merge_sort,718644,57,12081642,8.989957571029663,1654836989.4635098
merge_sort,393222,1941,5792407,4.327849626541138,1654836993.9982529
merge_sort,393222,166,6124620,4.53222918510437,1654836998.6426837
merge_sort,569492,2453751106,7846553,5.8855438232421875,1654837004.6512587
merge_sort,379663,961,5639558,4.173161745071411,1654837008.9847255
merge_sort,189834,8895134,2349328,1.7777819633483887,1654837010.8684218
merge_sort,569492,73182422,7752119,5.892919301986694,1654837016.824343
merge_sort,515256,45815,7235535,5.420975685119629,1654837022.4165092
merge_sort,257630,28,4000930,2.9211506843566895,1654837025.479778
merge_sort,718644,235,11779687,8.549923658370972,1654837034.1044693
merge_sort,488137,14,7766640,5.699849605560303,1654837040.0059237
merge_sort,5,92491,5,2.3126602172851562e-05,1654837040.1346138
merge_sort,298308,7038135554,3846999,2.943025827407837,1654837043.0818982
merge_sort,203393,376939,2579449,1.9571964740753174,1654837045.1259284
merge_sort,583052,676,9164189,6.781245470046997,1654837051.9719315
merge_sort,135597,103979841,1614745,1.313605785369873,1654837053.439304
merge_sort,610170,11242,9040616,6.792669057846069,1654837060.2764022
merge_sort,27123,235,320201,0.24866390228271484,1654837060.6872456
merge_sort,352545,1081180,4638553,3.476593494415283,1654837064.1798577
merge_sort,569492,760949,8098224,6.0136942863464355,1654837070.297413
merge_sort,786440,20,13341997,9.618091344833374,1654837080.0826664
merge_sort,488137,535566,6571196,4.869536876678467,1654837085.1870112
merge_sort,406782,1081180,5679528,4.2456512451171875,1654837089.5823908
merge_sort,284748,73182422,3730492,2.961914539337158,1654837092.6828766
merge_sort,677966,51506780,9386615,7.112879037857056,1654837099.8798838
merge_sort,555933,1366,8514721,6.292141914367676,1654837106.369625
merge_sort,257630,10000000000,3270305,2.5152995586395264,1654837109.0445428
merge_sort,596611,65096,8590164,6.469614267349243,1654837115.5880055
merge_sort,54241,92491,620617,0.5004827976226807,1654837116.2449841
merge_sort,122038,65096,1464043,1.1139090061187744,1654837117.375211
merge_sort,216952,235,3178210,2.3280935287475586,1654837119.737398
merge_sort,664407,265294,9648323,7.172037124633789,1654837126.9849124
